m	602	625	0	0	0	1	60m	100	1	9580
m	629	616	0	0	0	1	60m	100	1	9580
m	618	644	0	0	0	1	60m	100	1	9580
m	599	657	0	0	0	1	60m	100	1	9580
m	581	642	0	0	0	1	60m	100	1	9580
m	582	618	0	0	0	1	60m	100	1	9580
m	601	587	0	0	0	1	60m	100	1	9580
m	625	598	0	0	0	1	60m	100	1	9580
m	623	542	0	0	0	1	60m	100	1	9580
m	623	503	0	0	0	1	60m	100	1	9580
m	613	489	0	0	0	1	60m	100	1	9580
m	622	469	0	0	0	1	60m	100	1	9580
m	612	460	0	0	0	1	60m	100	1	9580
m	618	442	0	0	0	1	60m	100	1	9580
m	608	432	0	0	0	1	60m	100	1	9580
m	614	414	0	0	0	1	60m	100	1	9580
m	597	408	0	0	0	1	60m	100	1	9580
m	592	393	0	0	0	1	60m	100	1	9580
m	571	387	0	0	0	1	60m	100	1	9580
m	559	397	0	0	0	1	60m	100	1	9580
m	539	387	0	0	0	1	60m	100	1	9580
m	519	392	0	0	0	1	60m	100	1	9580
m	502	382	0	0	0	1	60m	100	1	9580
m	490	388	0	0	0	1	60m	100	1	9580
m	464	379	0	0	0	1	60m	100	1	9580
m	452	389	0	0	0	1	60m	100	1	9580
m	440	377	0	0	0	1	60m	100	1	9580
m	422	370	0	0	0	1	60m	100	1	9580
m	410	352	0	0	0	1	60m	100	1	9580
m	418	324	0	0	0	1	60m	100	1	9580
m	404	310	0	0	0	1	60m	100	1	9580
m	417	286	0	0	0	1	60m	100	1	9580
m	407	270	0	0	0	1	60m	100	1	9580
m	412	246	0	0	0	1	60m	100	1	9580
m	398	228	0	0	0	1	60m	100	1	9580
m	602	625	0	0	0	1	60m	100	1	9581
m	629	616	0	0	0	1	60m	100	1	9581
m	618	644	0	0	0	1	60m	100	1	9581
m	599	657	0	0	0	1	60m	100	1	9581
m	581	642	0	0	0	1	60m	100	1	9581
m	582	618	0	0	0	1	60m	100	1	9581
m	601	587	0	0	0	1	60m	100	1	9581
m	625	598	0	0	0	1	60m	100	1	9581
m	623	542	0	0	0	1	60m	100	1	9581
m	623	503	0	0	0	1	60m	100	1	9581
m	613	489	0	0	0	1	60m	100	1	9581
m	622	469	0	0	0	1	60m	100	1	9581
m	612	460	0	0	0	1	60m	100	1	9581
m	618	442	0	0	0	1	60m	100	1	9581
m	608	432	0	0	0	1	60m	100	1	9581
m	614	414	0	0	0	1	60m	100	1	9581
m	597	408	0	0	0	1	60m	100	1	9581
m	592	393	0	0	0	1	60m	100	1	9581
m	571	387	0	0	0	1	60m	100	1	9581
m	559	397	0	0	0	1	60m	100	1	9581
m	539	387	0	0	0	1	60m	100	1	9581
m	519	392	0	0	0	1	60m	100	1	9581
m	502	382	0	0	0	1	60m	100	1	9581
m	490	388	0	0	0	1	60m	100	1	9581
m	464	379	0	0	0	1	60m	100	1	9581
m	452	389	0	0	0	1	60m	100	1	9581
m	440	377	0	0	0	1	60m	100	1	9581
m	422	370	0	0	0	1	60m	100	1	9581
m	410	352	0	0	0	1	60m	100	1	9581
m	418	324	0	0	0	1	60m	100	1	9581
m	404	310	0	0	0	1	60m	100	1	9581
m	417	286	0	0	0	1	60m	100	1	9581
m	407	270	0	0	0	1	60m	100	1	9581
m	412	246	0	0	0	1	60m	100	1	9581
m	398	228	0	0	0	1	60m	100	1	9581
