m	751	745	10	10	0	0	60s	100	1	9509
m	765	763	10	10	0	0	60s	100	1	9509
m	760	768	10	10	0	0	60s	100	1	9509
m	760	768	10	10	0	0	60s	100	1	9509
m	755	777	10	10	0	0	60s	100	1	9509
m	742	778	10	10	0	0	60s	100	1	9509
m	728	779	10	10	0	0	60s	100	1	9509
m	713	787	10	10	0	0	60s	100	1	9509
m	726	787	10	10	0	0	60s	100	1	9509
m	715	767	10	10	0	0	60s	100	1	9509
m	715	755	10	10	0	0	60s	100	1	9509
m	707	751	10	10	0	0	60s	100	1	9509
m	734	761	10	10	0	0	60s	100	1	9509
m	728	748	10	10	0	0	60s	100	1	9509
m	723	769	10	10	0	0	60s	100	1	9509
m	751	745	10	10	0	0	60s	100	1	9510
m	765	763	10	10	0	0	60s	100	1	9510
m	760	768	10	10	0	0	60s	100	1	9510
m	760	768	10	10	0	0	60s	100	1	9510
m	755	777	10	10	0	0	60s	100	1	9510
m	742	778	10	10	0	0	60s	100	1	9510
m	728	779	10	10	0	0	60s	100	1	9510
m	713	787	10	10	0	0	60s	100	1	9510
m	726	787	10	10	0	0	60s	100	1	9510
m	715	767	10	10	0	0	60s	100	1	9510
m	715	755	10	10	0	0	60s	100	1	9510
m	707	751	10	10	0	0	60s	100	1	9510
m	734	761	10	10	0	0	60s	100	1	9510
m	728	748	10	10	0	0	60s	100	1	9510
m	723	769	10	10	0	0	60s	100	1	9510
m	751	745	10	10	0	0	60s	100	1	9511
m	765	763	10	10	0	0	60s	100	1	9511
m	760	768	10	10	0	0	60s	100	1	9511
m	760	768	10	10	0	0	60s	100	1	9511
m	755	777	10	10	0	0	60s	100	1	9511
m	742	778	10	10	0	0	60s	100	1	9511
m	728	779	10	10	0	0	60s	100	1	9511
m	713	787	10	10	0	0	60s	100	1	9511
m	726	787	10	10	0	0	60s	100	1	9511
m	715	767	10	10	0	0	60s	100	1	9511
m	715	755	10	10	0	0	60s	100	1	9511
m	707	751	10	10	0	0	60s	100	1	9511
m	734	761	10	10	0	0	60s	100	1	9511
m	728	748	10	10	0	0	60s	100	1	9511
m	723	769	10	10	0	0	60s	100	1	9511
m	740	800	10	10	0	0	60s	100	1	9513
