m	286	161	2	2	0	0	999s	100	1	710
m	272	156	2	2	0	0	999s	100	1	710
m	262	140	2	2	0	0	999s	100	1	710
m	248	122	2	2	0	0	999s	100	1	710
m	218	114	2	2	0	0	999s	100	1	710
m	186	122	2	2	0	0	999s	100	1	710
m	174	130	2	2	0	0	999s	100	1	710
m	171	158	2	2	0	0	999s	100	1	710
m	190	185	2	2	0	0	999s	100	1	710
m	214	184	2	2	0	0	999s	100	1	710
m	212	150	2	2	0	0	999s	100	1	710
m	236	136	2	2	0	0	999s	100	1	710
m	251	172	2	2	0	0	999s	100	1	710
m	253	196	2	2	0	0	999s	100	1	710
m	238	208	2	2	0	0	999s	100	1	710
m	212	212	2	2	0	0	999s	100	1	710
m	174	180	2	2	0	0	999s	100	1	710
m	196	170	2	2	0	0	999s	100	1	710
m	229	168	2	2	0	0	999s	100	1	710
m	230	124	2	2	0	0	999s	100	1	710
m	198	137	2	2	0	0	999s	100	1	710
m	237	182	2	2	0	0	999s	100	1	710
m	268	172	2	2	0	0	999s	100	1	710
m	250	152	2	2	0	0	999s	100	1	710
m	245	128	2	2	0	0	999s	100	1	710
m	204	124	2	2	0	0	999s	100	1	710
m	186	148	2	2	0	0	999s	100	1	710
m	188	161	2	2	0	0	999s	100	1	710
m	196	206	2	2	0	0	999s	100	1	710
m	206	190	2	2	0	0	999s	100	1	710
m	218	162	2	2	0	0	999s	100	1	710
m	236	153	2	2	0	0	999s	100	1	710
m	239	142	2	2	0	0	999s	100	1	711
m	218	141	2	2	0	0	999s	100	1	711
m	190	130	2	2	0	0	999s	100	1	711
m	178	138	2	2	0	0	999s	100	1	711
m	179	165	2	2	0	0	999s	100	1	711
m	187	200	2	2	0	0	999s	100	1	711
m	205	200	2	2	0	0	999s	100	1	711
m	226	210	2	2	0	0	999s	100	1	711
m	238	192	2	2	0	0	999s	100	1	711
m	256	184	2	2	0	0	999s	100	1	711
m	290	168	2	2	0	0	999s	100	1	711
m	252	160	2	2	0	0	999s	100	1	711
m	224	148	2	2	0	0	999s	100	1	711
m	222	128	2	2	0	0	999s	100	1	711
m	240	110	2	2	0	0	999s	100	1	711
m	202	148	2	2	0	0	999s	100	1	711
m	212	164	2	2	0	0	999s	100	1	711
m	202	183	2	2	0	0	999s	100	1	711
m	222	194	2	2	0	0	999s	100	1	711
m	230	178	2	2	0	0	999s	100	1	711
m	244	162	2	2	0	0	999s	100	1	711
m	251	138	2	2	0	0	999s	100	1	711
m	227	132	2	2	0	0	999s	100	1	712
m	210	133	2	2	0	0	999s	100	1	712
m	194	154	2	2	0	0	999s	100	1	712
m	184	174	2	2	0	0	999s	100	1	712
m	194	196	2	2	0	0	999s	100	1	712
m	248	204	2	2	0	0	999s	100	1	712
m	244	180	2	2	0	0	999s	100	1	712
m	209	172	2	2	0	0	999s	100	1	712
m	238	126	2	2	0	0	999s	100	1	712
m	200	117	2	2	0	0	999s	100	1	712
m	179	148	2	2	0	0	999s	100	1	712
m	220	202	2	2	0	0	999s	100	1	712
m	246	192	2	2	0	0	999s	100	1	712
m	264	160	2	2	0	0	999s	100	1	712
