m	560	200	1	1	0	0	999s	100	1	712
m	536	196	1	1	0	0	999s	100	1	712
m	514	188	1	1	0	0	999s	100	1	712
m	512	170	1	1	0	0	999s	100	1	712
m	529	157	1	1	0	0	999s	100	1	712
m	534	128	1	1	0	0	999s	100	1	712
m	541	112	1	1	0	0	999s	100	1	712
m	564	115	1	1	0	0	999s	100	1	712
m	582	128	1	1	0	0	999s	100	1	712
m	604	129	1	1	0	0	999s	100	1	712
m	610	158	1	1	0	0	999s	100	1	712
m	614	184	1	1	0	0	999s	100	1	712
m	602	200	1	1	0	0	999s	100	1	712
m	582	211	1	1	0	0	999s	100	1	712
m	554	216	1	1	0	0	999s	100	1	712
m	526	180	1	1	0	0	999s	100	1	712
m	512	148	1	1	0	0	999s	100	1	713
m	523	131	1	1	0	0	999s	100	1	713
m	528	142	1	1	0	0	999s	100	1	713
m	560	132	1	1	0	0	999s	100	1	713
m	590	135	1	1	0	0	999s	100	1	713
m	586	113	1	1	0	0	999s	100	1	713
m	609	147	1	1	0	0	999s	100	1	713
m	602	169	1	1	0	0	999s	100	1	713
m	609	196	1	1	0	0	999s	100	1	713
m	589	191	1	1	0	0	999s	100	1	713
m	573	206	1	1	0	0	999s	100	1	713
m	546	206	1	1	0	0	999s	100	1	713
m	522	196	1	1	0	0	999s	100	1	713
m	542	182	1	1	0	0	999s	100	1	713
m	522	166	1	1	0	0	999s	100	1	713
m	518	140	1	1	0	0	999s	100	1	713
m	542	146	1	1	0	0	999s	100	1	713
m	548	121	1	1	0	0	999s	100	1	713
m	594	125	1	1	0	0	999s	100	1	713
m	612	168	1	1	0	0	999s	100	1	713
m	566	216	1	1	0	0	999s	100	1	711
m	546	196	1	1	0	0	999s	100	1	711
m	534	168	1	1	0	0	999s	100	1	711
m	550	178	1	1	0	0	999s	100	1	711
m	542	157	1	1	0	0	999s	100	1	711
m	546	132	1	1	0	0	999s	100	1	711
m	536	116	1	1	0	0	999s	100	1	711
m	556	114	1	1	0	0	999s	100	1	711
m	570	122	1	1	0	0	999s	100	1	711
m	578	118	1	1	0	0	999s	100	1	711
m	608	140	1	1	0	0	999s	100	1	711
m	616	157	1	1	0	0	999s	100	1	711
m	602	178	1	1	0	0	999s	100	1	711
m	592	206	1	1	0	0	999s	100	1	711
m	600	187	1	1	0	0	999s	100	1	711
m	572	197	1	1	0	0	999s	100	1	711
m	560	206	1	1	0	0	999s	100	1	711
m	528	187	1	1	0	0	999s	100	1	711
m	516	180	1	1	0	0	999s	100	1	713
m	524	166	1	1	0	0	999s	100	1	713
m	517	151	1	1	0	0	999s	100	1	713
m	532	146	1	1	0	0	999s	100	1	713
m	540	130	1	1	0	0	999s	100	1	713
m	552	117	1	1	0	0	999s	100	1	713
m	570	120	1	1	0	0	999s	100	1	713
m	586	126	1	1	0	0	999s	100	1	713
m	600	134	1	1	0	0	999s	100	1	713
m	604	144	1	1	0	0	999s	100	1	713
m	600	154	1	1	0	0	999s	100	1	713
m	614	170	1	1	0	0	999s	100	1	713
m	608	186	1	1	0	0	999s	100	1	713
m	594	197	1	1	0	0	999s	100	1	713
m	582	209	1	1	0	0	999s	100	1	713
m	558	207	1	1	0	0	999s	100	1	713
m	531	206	1	1	0	0	999s	100	1	713
m	528	192	1	1	0	0	999s	100	1	713
m	532	170	1	1	0	0	999s	100	1	713
m	515	156	1	1	0	0	999s	100	1	713
m	529	135	1	1	0	0	999s	100	1	713
m	596	134	1	1	0	0	999s	100	1	712
m	602	166	1	1	0	0	999s	100	1	712
m	610	182	1	1	0	0	999s	100	1	712
m	575	192	1	1	0	0	999s	100	1	712
m	552	194	1	1	0	0	999s	100	1	712
m	539	188	1	1	0	0	999s	100	1	712
m	532	180	1	1	0	0	999s	100	1	712
m	535	152	1	1	0	0	999s	100	1	712
m	532	124	1	1	0	0	999s	100	1	712
m	552	112	1	1	0	0	999s	100	1	712
m	556	120	1	1	0	0	999s	100	1	712
m	566	126	1	1	0	0	999s	100	1	712
m	567	112	1	1	0	0	999s	100	1	712
m	575	128	1	1	0	0	999s	100	1	712
m	590	117	1	1	0	0	999s	100	1	712
m	599	136	1	1	0	0	999s	100	1	712
m	600	147	1	1	0	0	999s	100	1	712
m	608	156	1	1	0	0	999s	100	1	712
m	594	182	1	1	0	0	999s	100	1	712
m	596	194	1	1	0	0	999s	100	1	712
m	583	196	1	1	0	0	999s	100	1	712
m	576	200	1	1	0	0	999s	100	1	712
m	552	200	1	1	0	0	999s	100	1	712
m	528	198	1	1	0	0	999s	100	1	712
m	536	176	1	1	0	0	999s	100	1	712
m	516	160	1	1	0	0	999s	100	1	712
m	524	154	1	1	0	0	999s	100	1	712
m	536	138	1	1	0	0	999s	100	1	712
m	542	120	1	1	0	0	999s	100	1	712
m	554	127	1	1	0	0	999s	100	1	712
m	587	207	1	1	0	0	999s	100	1	711
m	552	212	1	1	0	0	999s	100	1	711
m	541	205	1	1	0	0	999s	100	1	711
m	538	198	1	1	0	0	999s	100	1	711
m	516	186	1	1	0	0	999s	100	1	711
m	514	172	1	1	0	0	999s	100	1	711
m	528	170	1	1	0	0	999s	100	1	711
m	533	156	1	1	0	0	999s	100	1	711
m	542	136	1	1	0	0	999s	100	1	711
m	557	126	1	1	0	0	999s	100	1	711
m	572	118	1	1	0	0	999s	100	1	711
m	593	122	1	1	0	0	999s	100	1	711
